airline,source,destination,total_stops,route_interaction,month,day,duration_to_minutes,dep_sin,dep_cos,arrival_sin,arrival_cos,duration_times_stops,price
Jet Airways,Mumbai,Hyderabad,0,Mumbai_Hyderabad,5,1,85,0.6915130557822693,0.7223639620597556,0.9063077870366499,0.42261826174069944,0.0,4050
Jet Airways,Banglore,Delhi,0,Banglore_Delhi,6,6,165,1.0,6.123233995736766e-17,0.7518398074789774,-0.6593458151000688,0.0,7229
Multiple carriers,Delhi,Cochin,1,Delhi_Cochin,3,3,765,-0.21643961393810293,-0.9762960071199334,0.0,1.0,0.0,7695
Jet Airways,Delhi,Cochin,1,Delhi_Cochin,4,1,335,-0.30070579950427384,0.9537169507482267,0.0,1.0,0.0,12242
Air India,Mumbai,Hyderabad,0,Mumbai_Hyderabad,5,5,80,0.9961946980917455,-0.08715574274765824,0.90630778703665,-0.42261826174069933,0.0,3100
IndiGo,Chennai,Kolkata,0,Chennai_Kolkata,6,4,145,0.10886687485196457,-0.9940563382223196,-0.5000000000000001,-0.8660254037844386,0.0,3858
Air India,Banglore,Delhi,1,Banglore_Delhi,3,5,725,0.04361938736533607,-0.9990482215818578,-0.0218148850345609,0.9997620270799091,0.0,10972
GoAir,Delhi,Cochin,1,Delhi_Cochin,3,6,350,0.9659258262890683,-0.25881904510252085,-0.21643961393810293,-0.9762960071199334,0.0,7378
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,6,2,800,-0.9713420698132614,0.23768589232617307,0.0,1.0,0.0,13044
Jet Airways,Delhi,Cochin,1,Delhi_Cochin,5,3,1485,-0.9978589232386036,0.06540312923014237,0.0,1.0,0.0,15554
Air Asia,Banglore,Delhi,0,Banglore_Delhi,5,5,165,0.21643961393810318,-0.9762960071199333,-0.4809887689193874,-0.8767267557075078,0.0,4483
Jet Airways,Delhi,Cochin,1,Delhi_Cochin,5,5,520,-0.8968727415326885,0.442288690219001,0.0,1.0,0.0,12373
SpiceJet,Banglore,Delhi,0,Banglore_Delhi,6,4,160,0.9997620270799091,0.02181488503456116,0.7798844830928818,-0.6259234721840591,0.0,3971
Jet Airways,Delhi,Cochin,1,Delhi_Cochin,6,5,1530,-0.9914448613738104,-0.13052619222005163,0.0,1.0,0.0,10262
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,4,0,775,-0.6755902076156605,0.7372773368101239,0.0,1.0,0.0,13784
IndiGo,Delhi,Cochin,1,Delhi_Cochin,5,0,290,-0.7372773368101239,-0.6755902076156604,-0.8660254037844386,0.5000000000000001,0.0,5912
Multiple carriers,Delhi,Cochin,1,Delhi_Cochin,3,2,755,0.984807753012208,-0.1736481776669303,-0.9469301294951057,0.3214394653031615,0.0,15077
Jet Airways,Banglore,Delhi,0,Banglore_Delhi,6,6,185,-0.9713420698132614,0.23768589232617307,-0.5000000000000004,0.8660254037844384,0.0,7229
IndiGo,Banglore,Delhi,0,Banglore_Delhi,5,5,170,-0.13052619222005168,0.9914448613738104,0.0,1.0,0.0,4591
Jet Airways,Mumbai,Hyderabad,0,Mumbai_Hyderabad,3,6,90,0.4226182617406995,-0.9063077870366499,0.04361938736533607,-0.9990482215818578,0.0,2759
Air India,Banglore,Delhi,1,Banglore_Delhi,3,4,865,0.7372773368101241,-0.6755902076156602,-0.19509032201612872,0.9807852804032303,0.0,8714
Jet Airways,Mumbai,Hyderabad,0,Mumbai_Hyderabad,5,3,85,0.9600498543859287,-0.2798290140309919,0.7933533402912352,-0.6087614290087207,0.0,8040
IndiGo,Chennai,Kolkata,0,Chennai_Kolkata,3,5,140,-0.9153114791194472,0.402746689858737,-0.5187732581605222,0.8549118706729462,0.0,6297
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,5,4,1610,0.9914448613738105,-0.13052619222005138,0.0,1.0,0.0,9663
Jet Airways,Mumbai,Hyderabad,0,Mumbai_Hyderabad,6,3,85,0.6915130557822693,0.7223639620597556,0.9063077870366499,0.42261826174069944,0.0,5678
Jet Airways,Delhi,Cochin,1,Delhi_Cochin,5,3,1570,0.5555702330196022,0.8314696123025452,0.0,1.0,0.0,12373
IndiGo,Banglore,Delhi,1,Banglore_Delhi,3,6,295,-0.04361938736533627,-0.9990482215818578,-0.9713420698132613,-0.23768589232617343,0.0,8738
Air India,Kolkata,Banglore,1,Kolkata_Banglore,5,3,1540,-0.9537169507482267,-0.3007057995042738,0.0,1.0,0.0,8576
Jet Airways,Banglore,Delhi,0,Banglore_Delhi,4,0,180,0.9537169507482269,-0.30070579950427295,0.4617486132350339,-0.8870108331782217,0.0,7229
Air India,Mumbai,Hyderabad,1,Mumbai_Hyderabad,3,2,965,0.9997620270799091,0.02181488503456116,-0.5000000000000004,0.8660254037844384,0.0,10366
Jet Airways,Banglore,Delhi,1,Banglore_Delhi,3,4,350,-0.9713420698132614,0.23768589232617307,0.0,1.0,0.0,21934
Air Asia,Kolkata,Banglore,1,Kolkata_Banglore,5,2,220,0.9762960071199334,-0.2164396139381028,0.3826834323650899,-0.9238795325112867,0.0,5162
Air India,Banglore,Delhi,1,Banglore_Delhi,3,6,385,0.9713420698132614,-0.237685892326173,-0.34202014332566866,-0.9396926207859084,0.0,10924
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,5,1,330,0.9914448613738105,-0.13052619222005138,1.2246467991473532e-16,-1.0,0.0,14388
Air India,Kolkata,Banglore,1,Kolkata_Banglore,5,6,1700,-0.9469301294951056,-0.3214394653031618,0.0,1.0,0.0,7662
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,6,2,1025,-0.9713420698132614,0.23768589232617307,0.0,1.0,0.0,8529
Jet Airways,Banglore,Delhi,1,Banglore_Delhi,3,1,875,-0.9713420698132614,0.23768589232617307,0.0,1.0,0.0,13817
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,5,4,800,-0.8064446042674829,0.591309648363582,0.0,1.0,0.0,13067
Jet Airways,Mumbai,Hyderabad,0,Mumbai_Hyderabad,6,2,90,0.4226182617406995,-0.9063077870366499,0.04361938736533607,-0.9990482215818578,0.0,4995
Jet Airways,Delhi,Cochin,2,Delhi_Cochin,3,6,805,0.9883615104677607,0.1521233861899168,-0.9762960071199335,0.21643961393810246,0.0,18799
GoAir,Delhi,Cochin,1,Delhi_Cochin,6,2,540,0.36243803828370175,-0.9320078692827984,-0.9153114791194472,0.402746689858737,0.0,4959
Air India,Mumbai,Hyderabad,0,Mumbai_Hyderabad,5,4,85,-0.7071067811865475,-0.7071067811865477,-0.9153114791194471,-0.40274668985873735,0.0,3100
IndiGo,Delhi,Cochin,1,Delhi_Cochin,6,0,295,0.9762960071199334,0.2164396139381029,0.48098876891938763,-0.8767267557075077,0.0,6842
Air India,Kolkata,Banglore,2,Kolkata_Banglore,5,2,1830,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,10151
Air India,Delhi,Cochin,2,Delhi_Cochin,5,0,1275,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.0,10651
Jet Airways,Delhi,Cochin,1,Delhi_Cochin,6,5,1015,0.13052619222005157,-0.9914448613738104,0.0,1.0,0.0,10262
Jet Airways,Banglore,Delhi,0,Banglore_Delhi,6,4,175,-0.7518398074789773,-0.6593458151000691,-0.9990482215818578,0.043619387365335764,0.0,7229
Jet Airways,Banglore,Delhi,0,Banglore_Delhi,5,5,175,-0.7518398074789773,-0.6593458151000691,-0.9990482215818578,0.043619387365335764,0.0,4544
Air India,Kolkata,Banglore,1,Kolkata_Banglore,6,3,625,0.49999999999999994,-0.8660254037844387,-0.8064446042674829,0.591309648363582,0.0,10203
IndiGo,Chennai,Kolkata,0,Chennai_Kolkata,6,6,145,0.9807852804032304,0.19509032201612833,0.90630778703665,-0.42261826174069933,0.0,3540
IndiGo,Delhi,Cochin,1,Delhi_Cochin,6,3,860,0.984807753012208,-0.1736481776669303,-0.7071067811865477,0.7071067811865474,0.0,6093
Air India,Banglore,Delhi,0,Banglore_Delhi,4,2,170,-0.6915130557822692,0.7223639620597557,-0.0218148850345609,0.9997620270799091,0.0,4441
IndiGo,Kolkata,Banglore,0,Kolkata_Banglore,4,0,160,-0.6259234721840596,0.7798844830928813,0.0,1.0,0.0,4174
Jet Airways,Mumbai,Hyderabad,0,Mumbai_Hyderabad,5,2,90,0.4226182617406995,-0.9063077870366499,0.04361938736533607,-0.9990482215818578,0.0,4995
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,5,5,1630,-0.8064446042674829,0.591309648363582,0.0,1.0,0.0,14151
Vistara,Kolkata,Banglore,1,Kolkata_Banglore,6,2,1065,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.0,8452
IndiGo,Mumbai,Hyderabad,0,Mumbai_Hyderabad,5,3,90,0.6259234721840591,0.7798844830928818,0.8767267557075077,0.48098876891938774,0.0,2754
Jet Airways,Delhi,Cochin,1,Delhi_Cochin,5,0,1015,0.13052619222005157,-0.9914448613738104,0.0,1.0,0.0,12898
Jet Airways,Delhi,Cochin,1,Delhi_Cochin,6,5,1280,0.9600498543859287,-0.2798290140309919,0.0,1.0,0.0,10262
Air India,Delhi,Cochin,1,Delhi_Cochin,5,3,735,0.9659258262890683,-0.25881904510252085,-0.9469301294951057,0.3214394653031615,0.0,8669
SpiceJet,Mumbai,Hyderabad,0,Mumbai_Hyderabad,3,4,80,0.9978589232386035,0.06540312923014305,0.9600498543859287,-0.2798290140309919,0.0,2385
Air India,Delhi,Cochin,0,Delhi_Cochin,3,2,185,-0.9997620270799091,0.021814885034561356,-0.6755902076156605,0.7372773368101239,0.0,7931
IndiGo,Delhi,Cochin,1,Delhi_Cochin,3,5,265,0.9153114791194472,-0.40274668985873713,1.2246467991473532e-16,-1.0,0.0,6937
Air India,Delhi,Cochin,1,Delhi_Cochin,6,2,735,0.9659258262890683,-0.25881904510252085,-0.9469301294951057,0.3214394653031615,0.0,8669
Multiple carriers,Delhi,Cochin,1,Delhi_Cochin,5,0,720,0.7071067811865476,-0.7071067811865475,-0.7071067811865477,0.7071067811865474,0.0,7886
Multiple carriers,Delhi,Cochin,1,Delhi_Cochin,6,3,690,-0.5000000000000001,-0.8660254037844386,0.0,1.0,0.0,13377
Air India,Kolkata,Banglore,1,Kolkata_Banglore,5,1,805,0.9659258262890683,-0.25881904510252085,-0.8064446042674829,0.591309648363582,0.0,11096
Multiple carriers,Delhi,Cochin,1,Delhi_Cochin,3,2,720,0.7071067811865476,-0.7071067811865475,-0.7071067811865477,0.7071067811865474,0.0,15136
Jet Airways,Delhi,Cochin,1,Delhi_Cochin,6,5,1010,-0.8968727415326885,0.442288690219001,0.0,1.0,0.0,10262
SpiceJet,Banglore,Delhi,0,Banglore_Delhi,3,6,175,0.5913096483635826,-0.8064446042674824,-0.13052619222005132,-0.9914448613738105,0.0,3873
Air Asia,Kolkata,Banglore,1,Kolkata_Banglore,5,6,720,-0.3420201433256686,0.9396926207859084,0.0,1.0,0.0,5192
Air India,Kolkata,Banglore,0,Kolkata_Banglore,3,6,150,-0.5555702330196023,-0.8314696123025452,-0.9469301294951056,-0.3214394653031618,0.0,13885
Jet Airways,Banglore,Delhi,1,Banglore_Delhi,3,1,1100,-0.9713420698132614,0.23768589232617307,0.0,1.0,0.0,11087
IndiGo,Chennai,Kolkata,0,Chennai_Kolkata,3,0,140,0.8767267557075078,-0.48098876891938747,0.4422886902190013,-0.8968727415326883,0.0,3850
IndiGo,Mumbai,Hyderabad,0,Mumbai_Hyderabad,4,0,95,-0.8549118706729468,0.5187732581605211,-0.5735764363510465,0.8191520442889916,0.0,2227
Multiple carriers,Delhi,Cochin,1,Delhi_Cochin,5,2,630,0.7933533402912352,-0.6087614290087207,-0.9659258262890682,0.25881904510252113,0.0,9627
IndiGo,Kolkata,Banglore,0,Kolkata_Banglore,5,0,155,-0.8191520442889918,0.573576436351046,-0.27982901403099325,0.9600498543859284,0.0,4804
Air India,Kolkata,Banglore,2,Kolkata_Banglore,5,0,1200,0.6259234721840592,-0.7798844830928816,0.0,1.0,0.0,17732
IndiGo,Banglore,Delhi,1,Banglore_Delhi,3,5,300,-0.9997620270799091,-0.021814885034560836,-0.27982901403099325,0.9600498543859284,0.0,6351
IndiGo,Banglore,Delhi,0,Banglore_Delhi,4,4,175,-0.9713420698132614,0.23768589232617307,-0.5372996083468242,0.8433914458128855,0.0,5780
Air Asia,Kolkata,Banglore,0,Kolkata_Banglore,5,1,150,0.5555702330196022,-0.8314696123025453,-0.06540312923014287,-0.9978589232386035,0.0,4409
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,6,6,450,-0.6755902076156605,0.7372773368101239,0.0,1.0,0.0,13731
GoAir,Delhi,Cochin,1,Delhi_Cochin,4,1,355,0.9320078692827986,-0.3624380382837014,-0.34202014332566866,-0.9396926207859084,0.0,4106
Jet Airways,Banglore,Delhi,1,Banglore_Delhi,3,1,930,-0.9713420698132614,0.23768589232617307,0.0,1.0,0.0,13817
IndiGo,Delhi,Cochin,1,Delhi_Cochin,3,3,320,0.984807753012208,-0.1736481776669303,1.2246467991473532e-16,-1.0,0.0,5761
Multiple carriers,Delhi,Cochin,1,Delhi_Cochin,6,6,630,0.7933533402912352,-0.6087614290087207,-0.9659258262890682,0.25881904510252113,0.0,11622
SpiceJet,Delhi,Cochin,1,Delhi_Cochin,4,0,270,0.7518398074789774,-0.6593458151000688,-0.3214394653031611,-0.9469301294951058,0.0,5830
IndiGo,Mumbai,Hyderabad,0,Mumbai_Hyderabad,3,4,85,1.2246467991473532e-16,-1.0,-0.3624380382837015,-0.9320078692827986,0.0,12475
Jet Airways,Delhi,Cochin,1,Delhi_Cochin,3,5,1610,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.0,16289
SpiceJet,Banglore,Delhi,0,Banglore_Delhi,4,4,175,-0.6755902076156605,0.7372773368101239,0.0,1.0,0.0,5621
Jet Airways,Banglore,Delhi,0,Banglore_Delhi,5,0,180,0.819152044288992,-0.5735764363510458,0.17364817766693028,-0.984807753012208,0.0,7229
Air India,Mumbai,Hyderabad,0,Mumbai_Hyderabad,3,4,75,-0.9238795325112866,0.38268343236509,-0.7518398074789778,0.6593458151000684,0.0,15385
SpiceJet,Mumbai,Hyderabad,0,Mumbai_Hyderabad,6,0,90,0.9978589232386035,0.06540312923014305,0.9469301294951057,-0.3214394653031616,0.0,2753
Multiple carriers,Delhi,Cochin,1,Delhi_Cochin,6,5,750,-0.25881904510252035,-0.9659258262890684,0.0,1.0,0.0,7723
Jet Airways,Delhi,Cochin,2,Delhi_Cochin,3,2,2245,0.9961946980917455,-0.08715574274765824,0.0,1.0,0.0,12273
Air India,Kolkata,Banglore,2,Kolkata_Banglore,5,2,1390,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,11148
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,5,0,705,0.9914448613738105,-0.13052619222005138,-0.9978589232386036,0.06540312923014237,0.0,14781
Jet Airways,Mumbai,Hyderabad,0,Mumbai_Hyderabad,6,2,85,0.9600498543859287,-0.2798290140309919,0.7933533402912352,-0.6087614290087207,0.0,4995
Jet Airways,Delhi,Cochin,2,Delhi_Cochin,3,3,2040,-0.9940563382223196,0.10886687485196471,0.0,1.0,0.0,12347
Air India,Kolkata,Banglore,2,Kolkata_Banglore,5,2,590,1.2246467991473532e-16,-1.0,-0.5372996083468242,0.8433914458128855,0.0,10676
Air India,Mumbai,Hyderabad,0,Mumbai_Hyderabad,6,1,75,-0.9238795325112866,0.38268343236509,-0.7518398074789778,0.6593458151000684,0.0,3100
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,6,3,690,0.5913096483635826,-0.8064446042674824,-0.6915130557822692,0.7223639620597557,0.0,13469
Air India,Delhi,Cochin,2,Delhi_Cochin,5,5,1420,0.5555702330196022,-0.8314696123025453,0.0,1.0,0.0,10975
Air India,Delhi,Cochin,3,Delhi_Cochin,6,3,2280,0.9807852804032304,0.19509032201612833,0.0,1.0,0.0,10703
Air India,Delhi,Cochin,0,Delhi_Cochin,6,0,170,0.9762960071199334,0.2164396139381029,0.8660254037844387,-0.4999999999999998,0.0,5201
Jet Airways,Delhi,Cochin,1,Delhi_Cochin,6,0,1145,-0.9914448613738104,-0.13052619222005163,0.0,1.0,0.0,10262
Vistara,Kolkata,Banglore,1,Kolkata_Banglore,3,6,1660,0.9537169507482269,-0.30070579950427295,0.0,1.0,0.0,11262
SpiceJet,Mumbai,Hyderabad,0,Mumbai_Hyderabad,5,0,90,0.9978589232386035,0.06540312923014305,0.9469301294951057,-0.3214394653031616,0.0,2017
Multiple carriers,Delhi,Cochin,1,Delhi_Cochin,5,5,860,0.9600498543859287,0.27982901403099203,-0.9469301294951057,0.3214394653031615,0.0,7564
IndiGo,Banglore,Delhi,0,Banglore_Delhi,4,3,170,-0.25881904510252035,-0.9659258262890684,-0.8433914458128855,-0.5372996083468242,0.0,4990
Air Asia,Kolkata,Banglore,0,Kolkata_Banglore,4,6,150,-0.30070579950427384,0.9537169507482267,0.0,1.0,0.0,5645
IndiGo,Banglore,Delhi,0,Banglore_Delhi,3,6,170,-0.9600498543859286,-0.27982901403099236,-0.8968727415326885,0.442288690219001,0.0,7303
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,5,0,435,0.4226182617406995,-0.9063077870366499,-0.9940563382223195,-0.10886687485196507,0.0,9358
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,5,4,510,-0.5187732581605212,-0.8549118706729467,-0.36243803828370186,0.9320078692827984,0.0,14571
IndiGo,Kolkata,Banglore,0,Kolkata_Banglore,3,2,155,-0.7372773368101239,-0.6755902076156604,-0.9978589232386035,-0.06540312923014362,0.0,5618
Multiple carriers,Delhi,Cochin,1,Delhi_Cochin,5,0,600,0.6593458151000686,-0.7518398074789776,-0.9469301294951057,0.3214394653031615,0.0,9149
IndiGo,Delhi,Cochin,1,Delhi_Cochin,6,3,860,0.984807753012208,-0.1736481776669303,-0.7071067811865477,0.7071067811865474,0.0,6093
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,5,2,845,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,13941
Jet Airways,Delhi,Cochin,1,Delhi_Cochin,5,3,1270,-0.5372996083468242,0.8433914458128855,0.0,1.0,0.0,15554
IndiGo,Delhi,Cochin,1,Delhi_Cochin,6,0,940,0.9762960071199334,-0.2164396139381028,-0.38268343236508956,0.9238795325112868,0.0,7514
Jet Airways,Mumbai,Hyderabad,0,Mumbai_Hyderabad,4,0,90,0.4226182617406995,-0.9063077870366499,0.04361938736533607,-0.9990482215818578,0.0,3205
IndiGo,Banglore,Delhi,0,Banglore_Delhi,3,5,175,-0.9940563382223196,0.10886687485196471,-0.6427876096865396,0.7660444431189778,0.0,6860
Jet Airways,Delhi,Cochin,1,Delhi_Cochin,5,1,1105,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0,12898
Multiple carriers,Delhi,Cochin,1,Delhi_Cochin,6,0,660,0.49999999999999994,-0.8660254037844387,-0.7071067811865477,0.7071067811865474,0.0,13587
IndiGo,Chennai,Kolkata,0,Chennai_Kolkata,3,2,145,-0.6427876096865393,-0.766044443118978,-0.9713420698132613,-0.23768589232617343,0.0,3384
Jet Airways,Mumbai,Hyderabad,0,Mumbai_Hyderabad,4,0,85,0.6915130557822693,0.7223639620597556,0.9063077870366499,0.42261826174069944,0.0,2228
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,5,4,750,0.5913096483635826,-0.8064446042674824,-0.48098876891938774,0.8767267557075077,0.0,14151
Jet Airways,Delhi,Cochin,2,Delhi_Cochin,3,2,2300,0.9883615104677607,0.1521233861899168,0.0,1.0,0.0,9254
IndiGo,Mumbai,Hyderabad,0,Mumbai_Hyderabad,3,0,85,0.9961946980917455,-0.08715574274765824,0.8968727415326884,-0.44228869021900113,0.0,3342
IndiGo,Kolkata,Banglore,0,Kolkata_Banglore,4,0,165,0.5913096483635826,-0.8064446042674824,-0.08715574274765794,-0.9961946980917455,0.0,4174
Air Asia,Banglore,Delhi,0,Banglore_Delhi,4,2,170,0.9600498543859287,0.27982901403099203,0.8968727415326884,-0.44228869021900113,0.0,4282
Jet Airways,Delhi,Cochin,1,Delhi_Cochin,5,5,825,-0.30070579950427384,0.9537169507482267,0.0,1.0,0.0,12373
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,5,2,1365,-0.8064446042674829,0.591309648363582,0.0,1.0,0.0,14151
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,4,0,855,0.9914448613738105,-0.13052619222005138,-0.7518398074789778,0.6593458151000684,0.0,12681
Jet Airways,Banglore,Delhi,0,Banglore_Delhi,4,5,175,0.21643961393810318,-0.9762960071199333,-0.5187732581605212,-0.8549118706729467,0.0,7229
Air India,Delhi,Cochin,1,Delhi_Cochin,5,5,765,-0.7660444431189781,0.6427876096865393,0.0,1.0,0.0,7480
Jet Airways,Delhi,Cochin,1,Delhi_Cochin,5,3,330,0.9600498543859287,-0.2798290140309919,-0.15212338618991642,-0.9883615104677608,0.0,12373
IndiGo,Delhi,Cochin,1,Delhi_Cochin,6,5,315,0.9469301294951057,-0.3214394653031616,-0.13052619222005132,-0.9914448613738105,0.0,6582
Jet Airways,Mumbai,Hyderabad,0,Mumbai_Hyderabad,6,1,85,0.6915130557822693,0.7223639620597556,0.9063077870366499,0.42261826174069944,0.0,4995
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,5,6,1025,-0.9713420698132614,0.23768589232617307,0.0,1.0,0.0,9663
Multiple carriers,Delhi,Cochin,1,Delhi_Cochin,5,3,510,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.0,9424
Air India,Delhi,Cochin,1,Delhi_Cochin,5,0,735,0.9659258262890683,-0.25881904510252085,-0.9469301294951057,0.3214394653031615,0.0,9929
Jet Airways,Delhi,Cochin,1,Delhi_Cochin,6,3,395,-0.5372996083468242,0.8433914458128855,0.0,1.0,0.0,10262
Air India,Delhi,Cochin,2,Delhi_Cochin,4,1,1380,-0.8314696123025455,0.5555702330196018,0.0,1.0,0.0,9916
IndiGo,Mumbai,Hyderabad,0,Mumbai_Hyderabad,3,2,90,-0.8549118706729468,0.5187732581605211,-0.5913096483635824,0.8064446042674825,0.0,2227
IndiGo,Chennai,Kolkata,0,Chennai_Kolkata,6,2,145,0.10886687485196457,-0.9940563382223196,-0.5000000000000001,-0.8660254037844386,0.0,3858
SpiceJet,Kolkata,Banglore,1,Kolkata_Banglore,5,2,330,-0.8549118706729466,-0.5187732581605214,-0.6259234721840596,0.7798844830928813,0.0,7804
IndiGo,Mumbai,Hyderabad,0,Mumbai_Hyderabad,6,3,90,1.2246467991473532e-16,-1.0,-0.3826834323650892,-0.923879532511287,0.0,2754
IndiGo,Kolkata,Banglore,0,Kolkata_Banglore,6,1,155,-0.4422886902190014,0.8968727415326883,0.0,1.0,0.0,4804
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,4,0,1220,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,12681
Air India,Banglore,Delhi,2,Banglore_Delhi,3,4,1705,0.9807852804032305,-0.19509032201612797,0.0,1.0,0.0,20999
Jet Airways,Delhi,Cochin,2,Delhi_Cochin,3,2,1995,-0.953716950748227,0.3007057995042726,0.0,1.0,0.0,20694
IndiGo,Delhi,Cochin,1,Delhi_Cochin,6,3,810,0.9238795325112867,-0.3826834323650897,-0.7071067811865477,0.7071067811865474,0.0,6093
IndiGo,Kolkata,Banglore,0,Kolkata_Banglore,4,0,155,-0.8191520442889918,0.573576436351046,-0.27982901403099325,0.9600498543859284,0.0,4488
Vistara,Banglore,Delhi,0,Banglore_Delhi,4,3,170,0.5555702330196022,-0.8314696123025453,-0.15212338618991642,-0.9883615104677608,0.0,5403
Air Asia,Banglore,Delhi,0,Banglore_Delhi,3,6,165,-0.15212338618991633,0.9883615104677608,0.0,1.0,0.0,4482
IndiGo,Delhi,Cochin,0,Delhi_Cochin,6,0,195,-0.5913096483635824,-0.8064446042674825,-0.9961946980917455,-0.08715574274765825,0.0,6015
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,5,3,1200,-0.5187732581605212,-0.8549118706729467,0.0,1.0,0.0,7757
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,5,0,845,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,14388
GoAir,Banglore,Delhi,0,Banglore_Delhi,3,6,175,0.08715574274765864,-0.9961946980917455,-0.6259234721840587,-0.779884483092882,0.0,7646
Air India,Kolkata,Banglore,1,Kolkata_Banglore,5,6,1545,0.6259234721840592,-0.7798844830928816,0.0,1.0,0.0,8891
Jet Airways,Delhi,Cochin,1,Delhi_Cochin,6,0,1015,0.13052619222005157,-0.9914448613738104,0.0,1.0,0.0,11627
Jet Airways,Delhi,Cochin,1,Delhi_Cochin,6,5,1505,0.13052619222005157,-0.9914448613738104,0.0,1.0,0.0,10262
IndiGo,Banglore,Delhi,0,Banglore_Delhi,3,5,175,-0.6427876096865396,0.7660444431189778,0.0,1.0,0.0,6144
IndiGo,Banglore,Delhi,1,Banglore_Delhi,3,5,295,-0.8191520442889916,-0.5735764363510464,-0.7798844830928816,0.6259234721840593,0.0,5226
IndiGo,Kolkata,Banglore,0,Kolkata_Banglore,6,5,155,0.5913096483635826,-0.8064446042674824,-0.04361938736533627,-0.9990482215818578,0.0,4804
IndiGo,Delhi,Cochin,1,Delhi_Cochin,3,3,710,0.6755902076156604,-0.737277336810124,-0.7071067811865477,0.7071067811865474,0.0,8285
Jet Airways,Banglore,Delhi,1,Banglore_Delhi,3,1,690,-0.27982901403099325,0.9600498543859284,0.0,1.0,0.0,13817
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,5,5,1315,-0.5187732581605212,-0.8549118706729467,0.0,1.0,0.0,9663
SpiceJet,Kolkata,Banglore,1,Kolkata_Banglore,5,2,520,0.7798844830928818,-0.6259234721840591,-0.9807852804032303,-0.19509032201612866,0.0,6381
IndiGo,Banglore,Delhi,0,Banglore_Delhi,3,3,170,-0.9600498543859286,-0.27982901403099236,-0.8968727415326885,0.442288690219001,0.0,6860
Air India,Kolkata,Banglore,2,Kolkata_Banglore,5,0,1165,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0,17049
IndiGo,Mumbai,Hyderabad,0,Mumbai_Hyderabad,5,0,90,0.9940563382223196,-0.10886687485196461,0.8767267557075078,-0.48098876891938747,0.0,4049
Air India,Kolkata,Banglore,0,Kolkata_Banglore,6,5,150,-0.5555702330196023,-0.8314696123025452,-0.9469301294951056,-0.3214394653031618,0.0,6245
Jet Airways,Delhi,Cochin,2,Delhi_Cochin,6,2,1320,-0.6259234721840587,-0.779884483092882,0.0,1.0,0.0,13376
Air India,Banglore,Delhi,0,Banglore_Delhi,6,0,170,-0.6915130557822692,0.7223639620597557,-0.0218148850345609,0.9997620270799091,0.0,6961
Jet Airways,Kolkata,Banglore,1,Kolkata_Banglore,5,1,570,-0.5187732581605212,-0.8549118706729467,-0.10886687485196514,0.9940563382223195,0.0,10844
Jet Airways,Banglore,Delhi,1,Banglore_Delhi,3,4,390,0.9990482215818578,0.04361938736533623,-0.08715574274765794,-0.9961946980917455,0.0,5853
SpiceJet,Mumbai,Hyderabad,0,Mumbai_Hyderabad,5,1,90,0.9978589232386035,0.06540312923014305,0.9469301294951057,-0.3214394653031616,0.0,2017
Vistara,Banglore,Delhi,0,Banglore_Delhi,4,1,170,0.13052619222005157,-0.9914448613738104,-0.5735764363510458,-0.819152044288992,0.0,5403
Multiple carriers,Delhi,Cochin,1,Delhi_Cochin,5,2,900,1.0,6.123233995736766e-17,-0.7071067811865477,0.7071067811865474,0.0,7670
